instance,seed,algorithm,objective,coverage_pct,runtime_sec,num_facilities,budget_used,num_moves,num_iterations,facilities
random_I50_J200_B10.0_R7.0_s44,44,closest_neighbor,6183.0,63.42188942455637,0.00037932395935058594,5,9.67,0,0,"13,28,34,39,44"
random_I50_J200_B10.0_R7.0_s44,45,greedy,7646.0,78.42855677505385,0.00061798095703125,6,9.309999999999999,0,0,"13,28,34,38,39,41"
random_I50_J200_B10.0_R7.0_s44,45,closest_neighbor,6183.0,63.42188942455637,0.00023674964904785156,5,9.67,0,0,"13,28,34,39,44"
random_I50_J200_B10.0_R7.0_s44,46,greedy,7646.0,78.42855677505385,0.0005893707275390625,6,9.309999999999999,0,0,"13,28,34,38,39,41"
random_I50_J200_B10.0_R7.0_s44,46,closest_neighbor,6183.0,63.42188942455637,0.00028777122497558594,5,9.67,0,0,"13,28,34,39,44"
random_I50_J200_B10.0_R7.0_s44,47,greedy,7646.0,78.42855677505385,0.0006260871887207031,6,9.309999999999999,0,0,"13,28,34,38,39,41"
random_I50_J200_B10.0_R7.0_s44,47,closest_neighbor,6183.0,63.42188942455637,0.00022721290588378906,5,9.67,0,0,"13,28,34,39,44"
random_I50_J200_B10.0_R7.0_s44,48,greedy,7646.0,78.42855677505385,0.0007488727569580078,6,9.309999999999999,0,0,"13,28,34,38,39,41"
random_I50_J200_B10.0_R7.0_s44,48,closest_neighbor,6183.0,63.42188942455637,0.00016355514526367188,5,9.67,0,0,"13,28,34,39,44"
random_I50_J200_B10.0_R7.0_s44,49,greedy,7646.0,78.42855677505385,0.0007429122924804688,6,9.309999999999999,0,0,"13,28,34,38,39,41"
random_I50_J200_B10.0_R7.0_s44,49,closest_neighbor,6183.0,63.42188942455637,0.0002300739288330078,5,9.67,0,0,"13,28,34,39,44"
random_I50_J200_B10.0_R7.0_s44,50,greedy,7646.0,78.42855677505385,0.0006282329559326172,6,9.309999999999999,0,0,"13,28,34,38,39,41"
random_I50_J200_B10.0_R7.0_s44,50,closest_neighbor,6183.0,63.42188942455637,0.00042557716369628906,5,9.67,0,0,"13,28,34,39,44"
random_I50_J200_B10.0_R7.0_s44,51,greedy,7646.0,78.42855677505385,0.0008008480072021484,6,9.309999999999999,0,0,"13,28,34,38,39,41"
random_I50_J200_B10.0_R7.0_s44,51,closest_neighbor,6183.0,63.42188942455637,0.0002460479736328125,5,9.67,0,0,"13,28,34,39,44"
random_I50_J200_B10.0_R7.0_s43,42,greedy,7449.0,71.04434907010014,0.0005829334259033203,6,9.93,0,0,"0,2,8,12,27,28"
random_I50_J200_B10.0_R7.0_s43,42,closest_neighbor,7107.0,67.78254649499284,0.0001614093780517578,5,9.39,0,0,"0,2,15,27,49"
random_I50_J200_B10.0_R7.0_s43,43,greedy,7449.0,71.04434907010014,0.0007364749908447266,6,9.93,0,0,"0,2,8,12,27,28"
random_I50_J200_B10.0_R7.0_s43,43,closest_neighbor,7107.0,67.78254649499284,0.0001690387725830078,5,9.39,0,0,"0,2,15,27,49"
random_I50_J200_B10.0_R7.0_s43,44,greedy,7449.0,71.04434907010014,0.0005941390991210938,6,9.93,0,0,"0,2,8,12,27,28"
random_I50_J200_B10.0_R7.0_s43,44,closest_neighbor,7107.0,67.78254649499284,0.0001976490020751953,5,9.39,0,0,"0,2,15,27,49"
random_I50_J200_B10.0_R7.0_s43,45,greedy,7449.0,71.04434907010014,0.0006611347198486328,6,9.93,0,0,"0,2,8,12,27,28"
random_I50_J200_B10.0_R7.0_s43,45,closest_neighbor,7107.0,67.78254649499284,0.0002446174621582031,5,9.39,0,0,"0,2,15,27,49"
random_I50_J200_B10.0_R7.0_s43,46,greedy,7449.0,71.04434907010014,0.0008344650268554688,6,9.93,0,0,"0,2,8,12,27,28"
random_I50_J200_B10.0_R7.0_s43,46,closest_neighbor,7107.0,67.78254649499284,0.00017905235290527344,5,9.39,0,0,"0,2,15,27,49"
random_I50_J200_B10.0_R7.0_s43,47,greedy,7449.0,71.04434907010014,0.0006566047668457031,6,9.93,0,0,"0,2,8,12,27,28"
